"month","date","sex","species","age","y","x","region"
9,2010-09-10,"M","cat",1.47086227498949,-1.5898873420477,34.3337650607684,"Singida"
9,2010-09-13,"M","cat",0.586833860725164,-2.58019491089951,35.4714134523323,"Mara"
9,2010-09-17,"M","cat",2.4841040391475,-7.16866830178424,34.530753038917,"Kigoma"
9,2010-09-21,"F","lion",2.13870621635579,-4.59823973488012,31.2539861631217,"Singida"
9,2010-09-22,"M","dog",0.874952049925923,-10.3062831590399,36.9255342299191,"Singida"
9,2010-09-25,"F","lion",0.485178572125733,-2.16644312556981,35.1620582302381,"Lindi"
9,2010-09-27,"M","jackal",6.27072118967772,-2.86110916008204,34.8111149635104,"Katavi"
10,2010-10-06,"F","cat",4.25849495269358,-5.09763507822375,33.2724931299814,"Kagera"
10,2010-10-14,"F","dog",3.54541675373912,-11.140493645918,36.7572191039922,"Mbeya"
10,2010-10-18,"M","jackal",7.81391696073115,-5.75897260625309,31.9070743630292,"Lindi"
10,2010-10-30,"F","jackal",4.5509522985667,-9.48782175770599,36.9734652342642,"Morogoro"
10,2010-10-31,"M","jackal",5.91487774811685,-7.26186075216096,37.0090859431366,"Lindi"
11,2010-11-02,"M","cat",1.53612506575882,-5.22612607918749,37.5333357609838,"Shinyanga"
11,2010-11-11,"M","dog",6.19632226042449,-5.65416870754097,34.3246705584311,"Lindi"
11,2010-11-14,"M","dog",6.76257053017616,-7.47763543004776,36.0071832512639,"Singida"
11,2010-11-18,"F","dog",6.20004542730749,-4.90626885019268,37.4978150666611,"Kigoma"
11,2010-11-23,"M","jackal",3.77343423850834,-7.8696104906361,37.4261831639289,"Lindi"
11,2010-11-29,"F","lion",4.83984713209793,-9.82776785326628,36.7130324882907,"Lindi"
12,2010-12-07,"M","human",17.4652632139623,-6.76089595523656,35.6233377805112,"Lindi"
12,2010-12-08,"F","human",29.6327759325504,-5.01984062601763,36.0600637679967,"Manyara"
12,2010-12-09,"F","cat",0.37505635432899,-10.4409586605725,36.4622698226909,"Singida"
12,2010-12-15,"M","dog",5.66046469844878,-6.64437542793167,33.2726496938193,"Lindi"
12,2010-12-27,"F","cat",2.52661825343966,-8.64783785063185,34.0145980181512,"Shinyanga"
13,2011-01-25,"F","dog",0.542078819125891,-2.34585346754841,30.8272910159814,"Lindi"
13,2011-01-28,"F","cat",2.44396148435771,-7.43111235888385,34.9231577164893,"Lindi"
14,2011-02-03,"M","jackal",0.0247240383177996,-9.42000440313054,33.8156485788893,"Kigoma"
14,2011-02-08,"M","dog",7.72452366165817,-9.1318887196783,33.841790592319,"Morogoro"
14,2011-02-10,"M","dog",6.05344448424876,-1.14565891897065,30.8001301910179,"Kigoma"
14,2011-02-12,"F","dog",1.7362290173769,-6.97356260149688,33.1896900453989,"Morogoro"
14,2011-02-27,"M","dog",6.08354565687478,-8.25816355551257,35.1765363340552,"Kilimanjaro"
15,2011-03-03,"M","cat",6.59420950524509,-8.68158213272059,35.6369349553039,"Morogoro"
15,2011-03-05,"M","cat",5.82847625017166,-6.40686687659387,35.5631913859215,"Kilimanjaro"
15,2011-03-05,"F","dog",6.93219920806587,-4.64687277709039,32.7785515948472,"Simiyu"
15,2011-03-24,"F","dog",4.0178405996412,-9.53168832276814,39.4400874491914,"Kigoma"
16,2011-04-03,"F","cat",5.63923539407551,-8.50895015460615,31.2668547173425,"Tanga"
16,2011-04-07,"F","dog",4.41254716925323,-6.39033032152191,33.1022382689382,"Lindi"
16,2011-04-16,"F","dog",6.73608853295445,-11.0988348389428,37.983051861172,"Lindi"
16,2011-04-19,"M","human",37.5003677606583,-6.85767016662968,31.2843109685795,"Morogoro"
17,2011-05-01,"F","cat",1.23626722209156,-5.68084142265391,34.48096986347,"Kagera"
17,2011-05-04,"F","dog",1.730413377285,-5.49328385723635,37.7158972812341,"Simiyu"
17,2011-05-05,"M","dog",1.88330839015543,-5.93079599872831,30.8576794336595,"Kigoma"
17,2011-05-08,"M","cat",6.52588183246553,-10.6358005301882,38.8615533143609,"Singida"
17,2011-05-14,"M","human",8.77282096073031,-4.49303983756,36.374149277071,"Kigoma"
17,2011-05-19,"M","dog",4.50992693565786,-6.68282168324786,36.2857991301,"Lindi"
17,2011-05-20,"F","dog",4.52354080788791,-1.64677418382992,33.8783118510341,"Ruvuma"
17,2011-05-23,"F","jackal",2.0763357039541,-6.01959682045212,32.0481004116932,"Morogoro"
18,2011-06-07,"M","jackal",0.534897895529866,-4.48083890127031,31.7452498035054,"Iringa"
18,2011-06-08,"F","jackal",1.57332313247025,-5.11694422184152,31.0314796646909,"Lindi"
18,2011-06-08,"F","dog",3.94808994978666,-6.4388446027422,33.0265503443076,"Geita"
18,2011-06-17,"M","lion",5.76860663364641,-8.4376878276584,37.9058481916737,"Mara"
18,2011-06-22,"M","dog",5.84467316232622,-8.71456554011218,34.7134901876243,"Singida"
18,2011-06-23,"F","dog",3.13583962619305,-1.89971740855437,33.4857971120609,"Simiyu"
18,2011-06-27,"M","dog",4.94645700417459,-4.48388614627399,32.3638245654581,"Manyara"
18,2011-06-29,"M","human",39.8152244277298,-7.05128574726802,35.9591174605069,"Kigoma"
19,2011-07-03,"F","lion",6.55748142278753,-7.56467492758117,38.0314920308105,"Simiyu"
19,2011-07-08,"M","dog",0.410536350682378,-7.68851194898806,30.7758339219788,"Singida"
19,2011-07-09,"F","human",7.46305666863918,-7.42102561973863,39.0641405894362,"Lindi"
19,2011-07-13,"M","lion",7.50350427464582,-8.57621202445078,37.1424636817986,"Morogoro"
19,2011-07-15,"F","cat",0.0563147645443678,-11.6127585365417,37.3108154648158,"Mara"
19,2011-07-15,"F","dog",3.52333379536867,-7.1246418582739,39.0711190334147,"Kigoma"
19,2011-07-15,"M","dog",5.34774623811245,-6.47156728939282,34.9528395495853,"Iringa"
19,2011-07-22,"M","dog",7.66810093075037,-6.32090680106327,37.7396648298969,"Katavi"
19,2011-07-24,"M","dog",5.16092286258936,-9.66316603487074,35.9535646280082,"Morogoro"
19,2011-07-25,"F","dog",1.52743794582784,-3.43719231875989,33.2988500932823,"Kigoma"
19,2011-07-26,"M","cat",1.36540094017982,-10.5219982030808,36.3913693455435,"Simiyu"
19,2011-07-29,"M","cat",6.17894002795219,-2.5262001609437,36.5653761505613,"Lindi"
19,2011-07-31,"M","jackal",4.97319377586246,-7.75597950817867,34.4862744005623,"Katavi"
20,2011-08-02,"F","dog",0.53344739601016,-4.05354853150696,31.1435053055582,"Pwani"
20,2011-08-02,"F","human",8.05658649653196,-4.2458108177003,36.8231116563078,"Geita"
20,2011-08-02,"F","lion",2.89808386238292,-7.31534479610008,34.2130936461915,"Geita"
20,2011-08-05,"F","dog",5.49940164387226,-11.2524389212581,36.8630600065994,"Morogoro"
20,2011-08-06,"F","jackal",3.11128661222756,-8.6996524211453,32.9388297737241,"Morogoro"
20,2011-08-12,"M","cat",2.93629880994558,-6.52295344405854,32.7777090854732,"Kigoma"
20,2011-08-12,"M","human",8.21513291448355,-10.6989152105486,39.4966617285868,"Simiyu"
20,2011-08-15,"M","dog",4.04521628841758,-8.44308331740794,38.6384367355684,"Singida"
20,2011-08-16,"F","jackal",3.97281911224127,-7.29420549731762,34.1017172220271,"Geita"
20,2011-08-17,"F","dog",0.521864272654057,-8.37757711077298,36.7749126803895,"Tabora"
20,2011-08-20,"M","dog",3.72250222042203,-5.916515426969,37.4974048505006,"Mara"
20,2011-08-24,"M","cat",1.10402740910649,-4.03087417630744,37.6778403745589,"Katavi"
20,2011-08-25,"M","jackal",5.69802558422089,-2.29331887022115,35.2552156275353,"Singida"
20,2011-08-28,"F","human",69.3415217846632,-8.78556863664289,35.9659796303213,"Lindi"
20,2011-08-30,"M","cat",4.04229556210339,-4.01112353973766,31.3128616639708,"Lindi"
21,2011-09-02,"F","lion",12.6323967485223,-4.36993283885841,37.969739698985,"Geita"
21,2011-09-05,"F","lion",10.9751146892086,-6.95150335974128,34.1414889735716,"Kigoma"
21,2011-09-06,"F","human",23.2303429581225,-7.32469437309523,39.3295828974077,"Lindi"
21,2011-09-07,"M","dog",4.73150712624192,-5.1402904736922,34.8258779865867,"Lindi"
21,2011-09-08,"F","human",0.49783393740654,-4.85181385348971,37.4567740425188,"Kagera"
21,2011-09-08,"F","dog",4.1920702252537,-5.69397589129385,34.2800787025363,"Manyara"
21,2011-09-09,"F","cat",2.27620025724173,-9.68264940140174,36.4373756341196,"Simiyu"
21,2011-09-09,"F","jackal",4.2539860997349,-7.51639881227577,37.4246240756789,"Geita"
21,2011-09-09,"F","cat",7.746757093817,-7.48867626475793,30.7355974554042,"Lindi"
21,2011-09-11,"F","lion",2.49710293952376,-6.88861363642693,34.0268240509435,"Singida"
21,2011-09-14,"F","dog",1.771703440696,-11.2329951632784,36.4970917346885,"Singida"
21,2011-09-14,"F","dog",3.62088408879936,-6.00673133115003,35.3019058167596,"Simiyu"
21,2011-09-15,"F","dog",2.32598376832902,-7.75399388402888,33.0074424211615,"Kigoma"
21,2011-09-17,"M","human",37.3954092897475,-3.3046776240675,31.7314847880689,"Simiyu"
21,2011-09-18,"F","lion",9.49423607205972,-9.61252744771334,37.1925043855269,"Kigoma"
21,2011-09-19,"F","lion",5.48722586478107,-5.80737805965979,31.6968726766072,"Lindi"
21,2011-09-20,"F","lion",10.125409840839,-5.47906678665323,34.779562227518,"Tabora"
21,2011-09-20,"F","dog",6.75336355343461,-9.93932133377679,35.6778582267389,"Ruvuma"
21,2011-09-20,"F","human",26.7233940213919,-7.9284840357597,31.5287494741585,"Geita"
21,2011-09-20,"F","human",64.9269394390285,-4.34350566564232,33.3901815320598,"Kigoma"
21,2011-09-24,"F","jackal",6.06659902632236,-4.14889880207895,34.7634757266246,"Mbeya"
21,2011-09-25,"F","lion",13.7031603057403,-2.47258211532511,31.0974823269678,"Morogoro"
21,2011-09-26,"M","dog",6.41258760355413,-11.1195253878804,37.9993794884721,"Singida"
21,2011-09-29,"F","lion",9.91584893781692,-7.86882019696955,34.5058047946431,"Mara"
21,2011-09-30,"F","dog",3.72664497420192,-2.76641762146032,31.48240601199,"Morogoro"
22,2011-10-01,"M","dog",2.10745677724481,-9.72848396661693,35.6662981308169,"Morogoro"
22,2011-10-01,"M","human",66.5733883529902,-5.20662970472842,31.6820320326801,"Kigoma"
22,2011-10-01,"M","cat",5.06822584010661,-9.3830266281997,33.6035233496841,"Iringa"
22,2011-10-02,"F","dog",1.49963844381273,-3.11421139006008,31.3433723297227,"Singida"
22,2011-10-03,"M","human",57.1491049975157,-3.38525280638198,33.7831511038181,"Kigoma"
22,2011-10-04,"M","cat",3.8384674359113,-3.53456041246767,31.9996271006649,"Lindi"
22,2011-10-04,"M","human",75.0953412242234,-8.5649251296963,37.9636641349578,"Geita"
22,2011-10-06,"F","jackal",5.71515182964504,-8.90079298904231,34.5599598682067,"Tabora"
22,2011-10-06,"M","jackal",5.73712938092649,-7.55998601416549,37.1296752425775,"Mara"
22,2011-10-09,"M","dog",3.41990064270794,-10.4528143643006,37.3043398671057,"Mara"
22,2011-10-09,"M","jackal",5.93409689888358,-9.05078854768063,38.2344938002343,"Tabora"
22,2011-10-12,"F","human",40.1071575656533,-10.1262127843545,39.2611976752089,"Morogoro"
22,2011-10-12,"M","jackal",2.95234679430723,-9.45874955719309,35.6523396303632,"Ruvuma"
22,2011-10-19,"M","lion",10.8934926625807,-3.98751216802733,31.9767904354738,"Kigoma"
22,2011-10-20,"M","cat",3.60362245328724,-10.935429002986,37.5746993704245,"Morogoro"
22,2011-10-20,"M","dog",0.536735745146871,-9.62548284524557,38.8580417537303,"Kigoma"
22,2011-10-23,"M","lion",3.90117184258997,-9.33127799685202,37.5012955929169,"Lindi"
22,2011-10-24,"M","dog",6.71731948666275,-7.88711957488149,34.0233630757601,"Lindi"
22,2011-10-26,"F","human",71.7977339029312,-4.48119585928818,30.4812064626936,"Pwani"
22,2011-10-26,"M","jackal",2.21546323597431,-6.67642874964559,34.6822090121622,"Morogoro"
22,2011-10-27,"M","cat",4.81520912051201,-9.3830241962718,33.3152087548279,"Singida"
22,2011-10-28,"F","jackal",4.0257608089596,-4.69953531615437,31.2291246742951,"Kilimanjaro"
22,2011-10-31,"F","lion",4.21125183231197,-10.2829389995785,37.0618054804238,"Katavi"
22,2011-10-31,"M","human",50.372509136796,-6.53002504617055,38.337682905453,"Singida"
23,2011-11-01,"F","dog",4.17802657932043,-5.63910998159679,35.2246918180528,"Morogoro"
23,2011-11-01,"F","dog",6.00558608584106,-9.40657511656445,35.3858175838995,"Morogoro"
23,2011-11-02,"M","dog",5.84909875504673,-10.6383159091047,35.9221965376286,"Katavi"
23,2011-11-04,"M","dog",0.455220641568303,-9.69603431093055,35.3303666132671,"Singida"
23,2011-11-04,"F","human",45.7414305210114,-7.68176449852079,38.9704710075093,"Mara"
23,2011-11-04,"F","cat",3.81998048909009,-7.25661767890313,31.6913250869586,"Ruvuma"
23,2011-11-06,"M","human",52.9265828803182,-8.69334796805423,33.956391485049,"Manyara"
23,2011-11-08,"M","cat",6.58885406143963,-9.06953956454386,33.2483611823094,"Mara"
23,2011-11-09,"F","dog",0.0269410647451878,-7.17155390307432,32.2151036720071,"Kagera"
23,2011-11-10,"F","dog",1.38704597018659,-7.9505341127049,34.8338855396898,"Lindi"
23,2011-11-13,"F","jackal",7.5940150115639,-8.12031022567026,37.9930569267084,"Mara"
23,2011-11-14,"F","dog",2.13489788584411,-10.4191569891256,40.1917767581906,"Lindi"
23,2011-11-14,"M","lion",11.0483640013263,-8.42431553287597,38.0396307348939,"Tabora"
23,2011-11-15,"F","human",35.4980153776705,-4.60929898406506,38.987919999983,"Morogoro"
23,2011-11-17,"F","cat",5.13808040320873,-5.58212801102702,32.6394367342324,"Lindi"
23,2011-11-18,"F","dog",0.84856191650033,-4.71246770015399,29.9194813916187,"Simiyu"
23,2011-11-19,"M","jackal",1.69366421364248,-3.87287470124858,36.0196626664772,"Kigoma"
23,2011-11-20,"F","jackal",3.55541795492172,-4.77922579249766,30.2092950171089,"Morogoro"
23,2011-11-22,"F","cat",2.67059975489974,-9.88721471356884,35.7029157450635,"Singida"
23,2011-11-22,"F","dog",0.796804431825876,-7.88715705769181,36.2973887261208,"Kagera"
23,2011-11-23,"M","cat",5.46949636004865,-6.91022651279866,30.5111606132397,"Kigoma"
23,2011-11-26,"F","jackal",5.78177233040333,-6.39670210870655,33.9291343238533,"Simiyu"
23,2011-11-26,"F","jackal",0.983355158939958,-8.64721271178331,38.5966800342523,"Ruvuma"
23,2011-11-27,"M","human",53.0910499580204,-6.78446981696671,38.0347607675321,"Kigoma"
23,2011-11-27,"M","human",68.6004341579974,-11.3871899807076,37.794856499413,"Mbeya"
23,2011-11-28,"F","lion",0.811344324611127,-4.01360305260957,31.7049272544556,"Morogoro"
23,2011-11-28,"M","dog",6.806745108217,-8.42925952394961,32.1121503493609,"Tanga"
23,2011-11-29,"M","dog",4.34473023936152,-4.90358797218282,29.9534543493099,"Singida"
24,2011-12-01,"M","dog",0.504530843347311,-3.89635800997255,32.1529163644437,"Morogoro"
24,2011-12-03,"M","jackal",2.46392330341041,-9.94439113995164,36.8890640144374,"Kigoma"
24,2011-12-03,"M","cat",3.6282862611115,-11.3035267694737,36.8119472918765,"Kagera"
24,2011-12-06,"M","jackal",2.96528742276132,-8.68345899836056,37.8839201956159,"Morogoro"
24,2011-12-06,"M","dog",0.203076453879476,-3.52077048027995,36.4319689474151,"Kilimanjaro"
24,2011-12-06,"M","dog",7.75383650697768,-10.5764777449385,38.7045417861534,"Ruvuma"
24,2011-12-07,"F","dog",5.16969962418079,-2.64154060590131,32.6566047706168,"Morogoro"
24,2011-12-07,"F","dog",4.95328473672271,-6.05242300240554,38.1235871040252,"Iringa"
24,2011-12-07,"M","jackal",4.99896567873657,-3.68179574537213,30.9029985784436,"Morogoro"
24,2011-12-08,"F","cat",3.50420085340738,-10.3411913783859,38.9022239874094,"Morogoro"
24,2011-12-10,"F","dog",1.39911839365959,-9.50420428739478,34.271094914029,"Simiyu"
24,2011-12-10,"F","dog",0.034076077863574,-5.55831672386527,32.7144062510868,"Morogoro"
24,2011-12-10,"F","lion",13.5294021642767,-8.0273270668936,37.2880307137655,"Simiyu"
24,2011-12-11,"F","dog",3.88609639368951,-4.30687962428359,37.8001608734464,"Lindi"
24,2011-12-11,"F","dog",5.75492617860436,-6.68594401013081,37.0017911991205,"Morogoro"
24,2011-12-13,"M","dog",0.592530502006412,-5.17559631450481,36.7325922512197,"Kigoma"
24,2011-12-17,"F","human",59.9368080124259,-3.44952935693506,31.0326208714005,"Lindi"
24,2011-12-20,"F","cat",7.47090989910066,-4.98120324475993,34.8873622126759,"Shinyanga"
24,2011-12-22,"M","jackal",3.220623832196,-7.89455532840771,37.4668534150686,"Iringa"
24,2011-12-22,"F","jackal",0.236600629985332,-3.84819425628025,37.959999830286,"Manyara"
24,2011-12-23,"M","lion",11.356745052617,-8.9511282052877,37.394540973056,"Lindi"
24,2011-12-24,"F","dog",5.79700275138021,-3.13827339305274,37.2515565805642,"Iringa"
24,2011-12-26,"F","cat",2.66280382685363,-5.24814514842453,34.0074740299056,"Iringa"
24,2011-12-26,"F","cat",5.66185573488474,-8.4101245731283,34.4566377463053,"Mara"
24,2011-12-27,"M","lion",8.44457683735527,-2.71619911050476,35.0415449105389,"Tabora"
24,2011-12-27,"M","dog",2.67613793723285,-6.75458207560143,37.1990207512861,"Morogoro"
24,2011-12-27,"F","dog",3.71652045100927,-3.50605347408712,31.9554125816653,"Kilimanjaro"
24,2011-12-28,"F","cat",2.38169902190566,-4.97662183140921,30.4985400201083,"Geita"
24,2011-12-29,"F","dog",1.54289535805583,-4.42258539801809,34.4666413000488,"Iringa"
24,2011-12-30,"F","cat",2.30250195600092,-9.97109878100007,36.1962170001675,"Lindi"
24,2011-12-31,"M","cat",4.62870291061699,-3.45258565690142,34.8412593562647,"Iringa"
24,2011-12-31,"M","cat",1.36925241909921,-3.54474465641643,36.1241980972411,"Lindi"
24,2011-12-31,"F","jackal",2.72810608521104,-4.78946183528027,30.9735028262554,"Kigoma"
25,2012-01-01,"F","dog",3.03401005640626,-6.99770849583653,38.3391742779908,"Kagera"
25,2012-01-01,"F","dog",1.36192158982158,-8.88734050755603,34.9547842814198,"Kilimanjaro"
25,2012-01-02,"F","jackal",5.04668909870088,-4.30903346912477,38.4180746890067,"Ruvuma"
25,2012-01-02,"M","dog",3.38262706249952,-1.31731822827254,30.9733575728411,"Lindi"
25,2012-01-02,"F","human",1.24600909650326,-7.8069108005276,34.0357927750467,"Singida"
25,2012-01-05,"F","dog",6.86773516237736,-3.72199825625816,32.8807323672294,"Geita"
25,2012-01-05,"M","cat",7.98828416131437,-10.0999358761737,34.9342046516259,"Kigoma"
25,2012-01-05,"M","dog",3.59406009875238,-10.0068935372001,36.0324700347921,"Kilimanjaro"
25,2012-01-07,"F","cat",6.44864109717309,-4.71944151065543,30.1338255200857,"Iringa"
25,2012-01-07,"M","jackal",4.23162218369544,-10.7751071025798,35.4009432515136,"Morogoro"
25,2012-01-08,"M","dog",5.09251810796559,-7.8306214400066,36.5129860426409,"Geita"
25,2012-01-08,"M","lion",9.39188453718089,-8.13315150177679,37.8504358340172,"Simiyu"
25,2012-01-08,"F","dog",1.43771270476282,-10.9086704450847,36.5124519194944,"Simiyu"
25,2012-01-09,"F","dog",0.0193972773849964,-5.23600150593886,38.8520103230739,"Mara"
25,2012-01-10,"M","human",11.0046055540442,-6.09025240134308,33.3684594078235,"Morogoro"
25,2012-01-11,"M","lion",10.9202142921276,-8.77176343590184,37.5591320029818,"Mara"
25,2012-01-11,"F","dog",3.40021057985723,-1.51540871687016,31.1927849029511,"Iringa"
25,2012-01-13,"F","cat",3.02872526831925,-5.40816282694811,36.2191441144718,"Morogoro"
25,2012-01-13,"F","dog",7.82554526999593,-3.40405366201021,35.1923510559376,"Singida"
25,2012-01-15,"M","dog",7.05171940848231,-1.35472705928656,31.3221969253165,"Morogoro"
25,2012-01-16,"M","jackal",2.05464166402817,-8.415800726522,37.5079713382646,"Morogoro"
25,2012-01-16,"M","cat",7.72410620748997,-8.5917124206289,35.7907238807961,"Geita"
25,2012-01-17,"F","cat",4.46389848180115,-4.366186036058,34.1891336816902,"Tabora"
25,2012-01-17,"M","dog",2.08977757394314,-5.15519163128821,37.78737851251,"Kilimanjaro"
25,2012-01-17,"M","dog",4.76641823723912,-9.86338575289184,38.5464572272384,"Kigoma"
25,2012-01-17,"M","cat",5.80680883862078,-4.04065638417542,37.1261483093053,"Mara"
25,2012-01-20,"F","dog",7.44105858542025,-7.99492038579897,36.1748950733809,"Singida"
25,2012-01-22,"M","cat",3.17396324314177,-2.4925060031236,31.2131804080728,"Morogoro"
25,2012-01-23,"M","cat",5.57792795076966,-8.78047099702817,38.9240782100145,"Kigoma"
25,2012-01-26,"F","lion",5.90463413740508,-2.48690614512956,34.3783701068327,"Katavi"
25,2012-01-29,"F","jackal",6.41062471084297,-4.20230568818127,30.7853367945387,"Singida"
25,2012-01-30,"M","jackal",0.973777428269386,-5.19598199153979,30.2555571947783,"Kigoma"
25,2012-01-30,"M","dog",1.00447427295148,-11.1334913700644,38.1237324814823,"Geita"
26,2012-02-02,"M","human",74.4372463598847,-9.10297576227623,35.4009396347692,"Morogoro"
26,2012-02-02,"M","dog",5.64183864928782,-5.27054734293046,39.8146019644078,"Mara"
26,2012-02-04,"F","dog",2.84290227107704,-8.36432684321321,36.6233419237333,"Geita"
26,2012-02-05,"M","dog",6.21966101787984,-5.94386485550953,32.7706794687309,"Mara"
26,2012-02-07,"F","dog",2.70587239786983,-6.40570002266892,34.5566462764151,"Kigoma"
26,2012-02-07,"F","cat",6.14464356377721,-5.80298042872037,32.908335221909,"Simiyu"
26,2012-02-08,"F","dog",2.48103496804833,-8.30601978063449,34.0955787690127,"Morogoro"
26,2012-02-09,"F","cat",1.84517331048846,-5.88145067830281,32.5318724844848,"Pwani"
26,2012-02-10,"F","dog",4.81476217694581,-5.07126748598636,34.8279484072414,"Kagera"
26,2012-02-11,"F","dog",0.529539205133915,-3.12323392037189,30.9418589713153,"Singida"
26,2012-02-11,"M","jackal",5.70639344491065,-6.16356691292757,29.9509985035956,"Katavi"
26,2012-02-11,"M","dog",1.30629327706993,-6.11308798849036,33.7572473506958,"Morogoro"
26,2012-02-13,"F","cat",4.04328464902937,-8.31973813533643,35.8142361216733,"Iringa"
26,2012-02-13,"F","cat",3.21220728568733,-3.20807967348797,37.3036537067386,"Mara"
26,2012-02-14,"M","jackal",0.108770288527012,-8.66792602434979,38.5277351981166,"Kigoma"
26,2012-02-15,"M","jackal",2.73376003839076,-10.9864413334404,38.2919848464041,"Iringa"
26,2012-02-16,"F","dog",5.57720424607396,-8.70193936950071,38.7593632410565,"Singida"
26,2012-02-18,"F","dog",0.40039336681366,-5.31803512219143,34.9963451740345,"Lindi"
26,2012-02-19,"M","jackal",2.64100437983871,-9.88958906810669,36.7390447227804,"Kigoma"
26,2012-02-19,"F","dog",4.8993358630687,-9.60349365684814,37.4354860362964,"Iringa"
26,2012-02-20,"F","dog",2.97335544228554,-3.23403233716406,32.6190566496575,"Mara"
26,2012-02-21,"M","jackal",4.56197448633611,-8.1431900564635,37.0593539314611,"Mbeya"
26,2012-02-21,"F","dog",7.32023447006941,-10.8315201551144,35.0849069372037,"Morogoro"
26,2012-02-21,"M","cat",4.11399881727993,-10.3099996919926,39.5700058814936,"Lindi"
26,2012-02-22,"F","human",72.1029531396925,-10.914688947124,36.8662207784017,"Katavi"
26,2012-02-27,"F","dog",0.360868204385042,-8.0782886435813,36.4844024587964,"Pwani"
26,2012-02-29,"F","jackal",7.57335741259158,-7.24101062282467,35.0620798134542,"Kigoma"
26,2012-02-29,"F","dog",5.21324399486184,-4.67131439787828,29.6515524265068,"Morogoro"
27,2012-03-01,"M","dog",3.28499615937471,-5.22755554080806,30.9372658827759,"Mara"
27,2012-03-01,"M","dog",6.43406622484326,-6.78683011467693,31.9994392599488,"Kigoma"
27,2012-03-01,"F","dog",6.93226219341159,-5.10858576344973,33.7187974724774,"Singida"
27,2012-03-02,"F","cat",1.4134983625263,-10.1625985768359,36.1318504208311,"Manyara"
27,2012-03-04,"F","dog",6.29199853911996,-11.1458357306778,35.7854385989274,"Iringa"
27,2012-03-04,"F","human",79.564371984452,-4.7892245548866,34.9915827202521,"Simiyu"
27,2012-03-04,"M","human",28.2538788951933,-9.16885972335891,33.1361979525959,"Morogoro"
27,2012-03-06,"F","dog",5.98641844652593,-5.65055838634133,33.5354366239007,"Mara"
27,2012-03-07,"F","dog",3.52751358598471,-5.42453694479665,36.8517492309944,"Katavi"
27,2012-03-07,"M","dog",2.65930376760662,-7.7911972786237,30.8226070968604,"Kagera"
27,2012-03-08,"F","dog",7.36977025493979,-2.92302085815347,35.6746576934943,"Tabora"
27,2012-03-09,"F","dog",6.06969873979688,-11.3177767702178,37.6518397326185,"Kilimanjaro"
27,2012-03-09,"F","dog",3.67317813821137,-10.0601771276907,39.2735285420879,"Iringa"
27,2012-03-12,"F","jackal",0.224098078906536,-10.5722602975815,37.9230794721767,"Singida"
27,2012-03-15,"F","human",12.3792545869946,-8.22403235093419,38.9816015878573,"Kigoma"
27,2012-03-15,"F","lion",2.83250370179303,-9.12729957907588,37.941925583377,"Singida"
27,2012-03-20,"M","dog",4.01401579380035,-11.378489852759,35.6565211252957,"Kigoma"
27,2012-03-21,"M","cat",4.06251192837954,-5.48516725394876,32.9785485454115,"Morogoro"
27,2012-03-23,"F","human",19.6724060364068,-7.66978564487509,31.1319553253004,"Mara"
